"DATE","Year","Month","Day","Tmean","Tmax","Tmin","no_Tmin","no_Tmax"
1973-02-09 12:00:00,1973,2,9,10.83333333,18,3,FALSE,FALSE
1973-02-10 12:00:00,1973,2,10,10.72222222,14,7,FALSE,FALSE
1973-02-11 12:00:00,1973,2,11,10.83333333,13,8,FALSE,FALSE
1973-02-12 12:00:00,1973,2,12,7.888888889,12,5,FALSE,FALSE
1973-02-13 12:00:00,1973,2,13,8.777777778,15,3,FALSE,FALSE
1973-02-14 12:00:00,1973,2,14,11.44444444,18,5,FALSE,FALSE
1973-02-15 12:00:00,1973,2,15,9.722222222,15,2,FALSE,FALSE
1973-02-16 12:00:00,1973,2,16,10.38888889,17,4,FALSE,FALSE
1973-02-17 12:00:00,1973,2,17,7.888888889,14,0,FALSE,FALSE
1973-02-18 12:00:00,1973,2,18,8.5,14,2,FALSE,FALSE
1973-02-19 12:00:00,1973,2,19,8.722222222,15,3,FALSE,FALSE
1973-02-20 12:00:00,1973,2,20,7.222222222,14,0,FALSE,FALSE
1973-02-21 12:00:00,1973,2,21,8.666666667,16,2,FALSE,FALSE
1973-02-22 12:00:00,1973,2,22,10.61111111,16,4,FALSE,FALSE
1973-02-23 12:00:00,1973,2,23,13.83333333,19,10,FALSE,FALSE
1973-02-24 12:00:00,1973,2,24,16.77777778,19,14,FALSE,FALSE
1973-02-25 12:00:00,1973,2,25,15.44444444,21,10,FALSE,FALSE
1973-02-26 12:00:00,1973,2,26,13.55555556,18,8,FALSE,FALSE
1973-02-27 12:00:00,1973,2,27,10.55555556,14,7,FALSE,FALSE
1973-02-28 12:00:00,1973,2,28,7.555555556,12,4,FALSE,FALSE
1973-03-01 12:00:00,1973,3,1,8.388888889,12,4,FALSE,FALSE
1973-03-02 12:00:00,1973,3,2,6.166666667,14,1,FALSE,FALSE
1973-03-03 12:00:00,1973,3,3,7.611111111,15,1,FALSE,FALSE
1973-03-04 12:00:00,1973,3,4,9.277777778,15,6,FALSE,FALSE
1973-03-05 12:00:00,1973,3,5,10.22222222,18,3,FALSE,FALSE
1973-03-06 12:00:00,1973,3,6,11.38888889,20,3,FALSE,FALSE
1973-03-07 12:00:00,1973,3,7,13.61111111,23,4,FALSE,FALSE
1973-03-08 12:00:00,1973,3,8,11.11111111,16,7,FALSE,FALSE
1973-03-09 12:00:00,1973,3,9,11,16,7,FALSE,FALSE
1973-03-10 12:00:00,1973,3,10,11.88888889,15,8,FALSE,FALSE
1973-03-11 12:00:00,1973,3,11,10.72222222,16,8,FALSE,FALSE
1973-03-12 12:00:00,1973,3,12,11,13,9,FALSE,FALSE
1973-03-13 12:00:00,1973,3,13,11,16,8,FALSE,FALSE
1973-03-14 12:00:00,1973,3,14,11.27777778,17,4,FALSE,FALSE
1973-03-15 12:00:00,1973,3,15,10.5,17,6,FALSE,FALSE
1973-03-16 12:00:00,1973,3,16,10.88888889,16,4,FALSE,FALSE
1973-03-17 12:00:00,1973,3,17,11,13,9,FALSE,FALSE
1973-03-18 12:00:00,1973,3,18,10.11111111,16,4,FALSE,FALSE
1973-03-19 12:00:00,1973,3,19,10.33333333,18,5,FALSE,FALSE
1973-03-20 12:00:00,1973,3,20,11,17,3,FALSE,FALSE
1973-03-21 12:00:00,1973,3,21,14.83333333,18,11,FALSE,FALSE
1973-03-22 12:00:00,1973,3,22,15.5,17,14,FALSE,FALSE
1973-03-23 12:00:00,1973,3,23,16.27777778,19,14,FALSE,FALSE
1973-03-24 12:00:00,1973,3,24,16.11111111,22,12,FALSE,FALSE
1973-03-25 12:00:00,1973,3,25,14.38888889,21,9,FALSE,FALSE
1973-03-26 12:00:00,1973,3,26,12.44444444,19,7,FALSE,FALSE
1973-03-27 12:00:00,1973,3,27,9.833333333,14,9,FALSE,FALSE
1973-03-28 12:00:00,1973,3,28,12,16,7,FALSE,FALSE
1973-03-29 12:00:00,1973,3,29,13,19,6,FALSE,FALSE
1973-03-30 12:00:00,1973,3,30,13.83333333,19,10,FALSE,FALSE
1973-03-31 12:00:00,1973,3,31,11.72222222,17,6,FALSE,FALSE
1973-04-01 12:00:00,1973,4,1,12.83333333,19,6,FALSE,FALSE
1973-04-02 12:00:00,1973,4,2,13.33333333,18,7,FALSE,FALSE
1973-04-03 12:00:00,1973,4,3,15.11111111,24,6,FALSE,FALSE
1973-04-04 12:00:00,1973,4,4,12.38888889,16,9,FALSE,FALSE
1973-04-05 12:00:00,1973,4,5,11.55555556,17,7,FALSE,FALSE
1973-04-06 12:00:00,1973,4,6,11.44444444,18,4,FALSE,FALSE
1973-04-07 12:00:00,1973,4,7,16.27777778,26,5,FALSE,FALSE
1973-04-08 12:00:00,1973,4,8,16.77777778,29,7,FALSE,FALSE
1973-04-09 12:00:00,1973,4,9,19,28,11,FALSE,FALSE
1973-04-10 12:00:00,1973,4,10,16.11111111,22,12,FALSE,FALSE
1973-04-11 12:00:00,1973,4,11,13.16666667,15,10,FALSE,FALSE
1973-04-12 12:00:00,1973,4,12,12.61111111,16,9,FALSE,FALSE
1973-04-13 12:00:00,1973,4,13,12.16666667,18,5,FALSE,FALSE
1973-04-14 12:00:00,1973,4,14,13.88888889,20,6,FALSE,FALSE
1973-04-15 12:00:00,1973,4,15,13.5,15,12,FALSE,FALSE
1973-04-16 12:00:00,1973,4,16,11.61111111,16,5,FALSE,FALSE
1973-04-17 12:00:00,1973,4,17,13.16666667,17,10,FALSE,FALSE
1973-04-18 12:00:00,1973,4,18,14,15,12,FALSE,FALSE
1973-04-19 12:00:00,1973,4,19,13.83333333,19,10,FALSE,FALSE
1973-04-20 12:00:00,1973,4,20,14.77777778,21,7,FALSE,FALSE
1973-04-21 12:00:00,1973,4,21,13.44444444,19,10,FALSE,FALSE
1973-04-22 12:00:00,1973,4,22,15.38888889,20,9,FALSE,FALSE
1973-04-23 12:00:00,1973,4,23,19.77777778,27,13,FALSE,FALSE
1973-04-24 12:00:00,1973,4,24,18,22,14,FALSE,FALSE
1973-04-25 12:00:00,1973,4,25,18.27777778,27,10,FALSE,FALSE
1973-04-26 12:00:00,1973,4,26,16.27777778,21,11,FALSE,FALSE
1973-04-27 12:00:00,1973,4,27,16.55555556,22,8,FALSE,FALSE
1973-04-28 12:00:00,1973,4,28,17.5,24,11,FALSE,FALSE
1973-04-29 12:00:00,1973,4,29,19.83333333,26,14,FALSE,FALSE
1973-04-30 12:00:00,1973,4,30,17.72222222,24,11,FALSE,FALSE
1973-05-01 12:00:00,1973,5,1,17.55555556,22,12,FALSE,FALSE
1973-05-02 12:00:00,1973,5,2,19.16666667,22,14,FALSE,FALSE
1973-05-03 12:00:00,1973,5,3,20.16666667,27,13,FALSE,FALSE
1973-05-04 12:00:00,1973,5,4,21.88888889,29,15,FALSE,FALSE
1973-05-05 12:00:00,1973,5,5,23,30,13,FALSE,FALSE
1973-05-06 12:00:00,1973,5,6,22.77777778,29,19,FALSE,FALSE
1973-05-07 12:00:00,1973,5,7,19.72222222,25,17,FALSE,FALSE
1973-05-08 12:00:00,1973,5,8,19.16666667,24,16,FALSE,FALSE
1973-05-09 12:00:00,1973,5,9,18.66666667,24,12,FALSE,FALSE
1973-05-10 12:00:00,1973,5,10,17.61111111,20,13,FALSE,FALSE
1973-05-11 12:00:00,1973,5,11,15.27777778,21,7,FALSE,FALSE
1973-05-12 12:00:00,1973,5,12,17.44444444,22,10,FALSE,FALSE
1973-05-13 12:00:00,1973,5,13,16.88888889,24,9,FALSE,FALSE
1973-05-14 12:00:00,1973,5,14,17.72222222,22,9,FALSE,FALSE
1973-05-15 12:00:00,1973,5,15,17.22222222,23,9,FALSE,FALSE
1973-05-16 12:00:00,1973,5,16,22.66666667,30,14,FALSE,FALSE
1973-05-17 12:00:00,1973,5,17,20.83333333,32,16,FALSE,FALSE
1973-05-18 12:00:00,1973,5,18,21.66666667,29,17,FALSE,FALSE
1973-05-19 12:00:00,1973,5,19,26.61111111,36,19,FALSE,FALSE
1973-05-20 12:00:00,1973,5,20,20.11111111,27,4,FALSE,FALSE
1973-05-21 12:00:00,1973,5,21,21.5,29,13,FALSE,FALSE
1973-05-22 12:00:00,1973,5,22,22.83333333,28,16,FALSE,FALSE
1973-05-23 12:00:00,1973,5,23,23.61111111,30,18,FALSE,FALSE
1973-05-24 12:00:00,1973,5,24,22.72222222,28,17,FALSE,FALSE
1973-05-25 12:00:00,1973,5,25,22.16666667,32,14,FALSE,FALSE
1973-05-26 12:00:00,1973,5,26,20.66666667,28,16,FALSE,FALSE
1973-05-27 12:00:00,1973,5,27,21.61111111,27,15,FALSE,FALSE
1973-05-28 12:00:00,1973,5,28,20.5,27,13,FALSE,FALSE
1973-05-29 12:00:00,1973,5,29,22.5,27,18,FALSE,FALSE
1973-05-30 12:00:00,1973,5,30,21.22222222,26,16,FALSE,FALSE
1973-05-31 12:00:00,1973,5,31,20.88888889,26,14,FALSE,FALSE
1973-06-01 12:00:00,1973,6,1,23.88888889,28,18,FALSE,FALSE
1973-06-02 12:00:00,1973,6,2,24.16666667,29,20,FALSE,FALSE
1973-06-03 12:00:00,1973,6,3,25.16666667,30,20,FALSE,FALSE
1973-06-04 12:00:00,1973,6,4,23.55555556,27,22,FALSE,FALSE
1973-06-05 12:00:00,1973,6,5,25,31,20,FALSE,FALSE
1973-06-06 12:00:00,1973,6,6,26.55555556,32,22,FALSE,FALSE
1973-06-07 12:00:00,1973,6,7,27.61111111,33,21,FALSE,FALSE
1973-06-08 12:00:00,1973,6,8,26.16666667,31,22,FALSE,FALSE
1973-06-09 12:00:00,1973,6,9,23.11111111,28,16,FALSE,FALSE
1973-06-10 12:00:00,1973,6,10,22.5,28,15,FALSE,FALSE
1973-06-11 12:00:00,1973,6,11,22.16666667,27,17,FALSE,FALSE
1973-06-12 12:00:00,1973,6,12,22.55555556,27,18,FALSE,FALSE
1973-06-13 12:00:00,1973,6,13,23,30,16,FALSE,FALSE
1973-06-14 12:00:00,1973,6,14,23.88888889,31,16,FALSE,FALSE
1973-06-15 12:00:00,1973,6,15,23.72222222,28,19,FALSE,FALSE
1973-06-16 12:00:00,1973,6,16,22,28,16,FALSE,FALSE
1973-06-17 12:00:00,1973,6,17,22.88888889,30,15,FALSE,FALSE
1973-06-18 12:00:00,1973,6,18,22.72222222,29,16,FALSE,FALSE
1973-06-19 12:00:00,1973,6,19,23.83333333,31,17,FALSE,FALSE
1973-06-20 12:00:00,1973,6,20,26.16666667,29,23,FALSE,FALSE
1973-06-21 12:00:00,1973,6,21,26.22222222,31,22,FALSE,FALSE
1973-06-22 12:00:00,1973,6,22,25.16666667,31,21,FALSE,FALSE
1973-06-23 12:00:00,1973,6,23,24.22222222,29,20,FALSE,FALSE
1973-06-24 12:00:00,1973,6,24,21.83333333,29,15,FALSE,FALSE
1973-06-25 12:00:00,1973,6,25,22.27777778,28,15,FALSE,FALSE
1973-06-26 12:00:00,1973,6,26,21.38888889,27,16,FALSE,FALSE
1973-06-27 12:00:00,1973,6,27,23,28,19,FALSE,FALSE
1973-06-28 12:00:00,1973,6,28,23.83333333,28,17,FALSE,FALSE
1973-06-29 12:00:00,1973,6,29,NA,30.5,17,TRUE,TRUE
1973-06-30 12:00:00,1973,6,30,24.27777778,33,17,FALSE,FALSE
1973-07-01 12:00:00,1973,7,1,25.66666667,34,19,FALSE,FALSE
1973-07-02 12:00:00,1973,7,2,27.38888889,34,19,FALSE,FALSE
1973-07-03 12:00:00,1973,7,3,28.16666667,34,17,FALSE,FALSE
1973-07-04 12:00:00,1973,7,4,25.5,30,19,FALSE,FALSE
1973-07-05 12:00:00,1973,7,5,26.27777778,31,18,FALSE,FALSE
1973-07-06 12:00:00,1973,7,6,25.83333333,32,19,FALSE,FALSE
1973-07-07 12:00:00,1973,7,7,26.44444444,31,22,FALSE,FALSE
1973-07-08 12:00:00,1973,7,8,28.83333333,35,20,FALSE,FALSE
1973-07-09 12:00:00,1973,7,9,29.27777778,34,21,FALSE,FALSE
1973-07-10 12:00:00,1973,7,10,29.27777778,39,21,FALSE,FALSE
1973-07-11 12:00:00,1973,7,11,28.83333333,35,20,FALSE,FALSE
1973-07-12 12:00:00,1973,7,12,27.22222222,33,19,FALSE,FALSE
1973-07-13 12:00:00,1973,7,13,28.27777778,34,19,FALSE,FALSE
1973-07-14 12:00:00,1973,7,14,29.66666667,37,21,FALSE,FALSE
1973-07-15 12:00:00,1973,7,15,29.83333333,35,26,FALSE,FALSE
1973-07-16 12:00:00,1973,7,16,28.77777778,34,23,FALSE,FALSE
1973-07-17 12:00:00,1973,7,17,30.33333333,37,24,FALSE,FALSE
1973-07-18 12:00:00,1973,7,18,29.27777778,36,23,FALSE,FALSE
1973-07-19 12:00:00,1973,7,19,29,36,24,FALSE,FALSE
1973-07-20 12:00:00,1973,7,20,27.55555556,33,23,FALSE,FALSE
1973-07-21 12:00:00,1973,7,21,27.27777778,34,20,FALSE,FALSE
1973-07-22 12:00:00,1973,7,22,31.11111111,41,21,FALSE,FALSE
1973-07-23 12:00:00,1973,7,23,28.83333333,34,24,FALSE,FALSE
1973-07-24 12:00:00,1973,7,24,28.27777778,33,22,FALSE,FALSE
1973-07-25 12:00:00,1973,7,25,27.38888889,33,20,FALSE,FALSE
1973-07-26 12:00:00,1973,7,26,27.88888889,33,22,FALSE,FALSE
1973-07-27 12:00:00,1973,7,27,25.83333333,33,22,FALSE,FALSE
1973-07-28 12:00:00,1973,7,28,24.5,30,17,FALSE,FALSE
1973-07-29 12:00:00,1973,7,29,27.55555556,32,24,FALSE,FALSE
1973-07-30 12:00:00,1973,7,30,27,32,23,FALSE,FALSE
1973-07-31 12:00:00,1973,7,31,24.16666667,30,19,FALSE,FALSE
1973-08-01 12:00:00,1973,8,1,24.72222222,30,18,FALSE,FALSE
1973-08-02 12:00:00,1973,8,2,28.27777778,32,25,FALSE,FALSE
1973-08-03 12:00:00,1973,8,3,26.16666667,32,23,FALSE,FALSE
1973-08-04 12:00:00,1973,8,4,26,32,20,FALSE,FALSE
1973-08-05 12:00:00,1973,8,5,24.5,29,18,FALSE,FALSE
1973-08-06 12:00:00,1973,8,6,25.44444444,30,20,FALSE,FALSE
1973-08-07 12:00:00,1973,8,7,25.27777778,30,19,FALSE,FALSE
1973-08-08 12:00:00,1973,8,8,25.27777778,31,20,FALSE,FALSE
1973-08-09 12:00:00,1973,8,9,25.83333333,33,18,FALSE,FALSE
1973-08-10 12:00:00,1973,8,10,25.16666667,31,19,FALSE,FALSE
1973-08-11 12:00:00,1973,8,11,26.5,32,20,FALSE,FALSE
1973-08-12 12:00:00,1973,8,12,26.77777778,32,20,FALSE,FALSE
1973-08-13 12:00:00,1973,8,13,26.16666667,31,20,FALSE,FALSE
1973-08-14 12:00:00,1973,8,14,25.72222222,32,19,FALSE,FALSE
1973-08-15 12:00:00,1973,8,15,26.83333333,32,19,FALSE,FALSE
1973-08-16 12:00:00,1973,8,16,27.38888889,33,20,FALSE,FALSE
1973-08-17 12:00:00,1973,8,17,29.5,37,21,FALSE,FALSE
1973-08-18 12:00:00,1973,8,18,28.72222222,39,21,FALSE,FALSE
1973-08-19 12:00:00,1973,8,19,26.27777778,32,23,FALSE,FALSE
1973-08-20 12:00:00,1973,8,20,29,33,22,FALSE,FALSE
1973-08-21 12:00:00,1973,8,21,27.55555556,31,23,FALSE,FALSE
1973-08-22 12:00:00,1973,8,22,26.72222222,31,20,FALSE,FALSE
1973-08-23 12:00:00,1973,8,23,26.61111111,32,20,FALSE,FALSE
1973-08-24 12:00:00,1973,8,24,27.72222222,33,20,FALSE,FALSE
1973-08-25 12:00:00,1973,8,25,28.22222222,36,20,FALSE,FALSE
1973-08-26 12:00:00,1973,8,26,29.27777778,33,26,FALSE,FALSE
1973-08-27 12:00:00,1973,8,27,27.44444444,31,23,FALSE,FALSE
1973-08-28 12:00:00,1973,8,28,25.83333333,31,21,FALSE,FALSE
1973-08-29 12:00:00,1973,8,29,26.77777778,32,21,FALSE,FALSE
1973-08-30 12:00:00,1973,8,30,26.77777778,32,22,FALSE,FALSE
1973-08-31 12:00:00,1973,8,31,26.55555556,32,20,FALSE,FALSE
1973-09-01 12:00:00,1973,9,1,23.5,29,19,FALSE,FALSE
1973-09-02 12:00:00,1973,9,2,24.5,30,19,FALSE,FALSE
1973-09-03 12:00:00,1973,9,3,23.5,29,20,FALSE,FALSE
1973-09-04 12:00:00,1973,9,4,24.72222222,29,20,FALSE,FALSE
1973-09-05 12:00:00,1973,9,5,25.72222222,31,19,FALSE,FALSE
1973-09-06 12:00:00,1973,9,6,25.72222222,30,22,FALSE,FALSE
1973-09-07 12:00:00,1973,9,7,25.38888889,30,20,FALSE,FALSE
1973-09-08 12:00:00,1973,9,8,25,30,19,FALSE,FALSE
1973-09-09 12:00:00,1973,9,9,25.5,30,20,FALSE,FALSE
1973-09-10 12:00:00,1973,9,10,25.88888889,31,20,FALSE,FALSE
1973-09-11 12:00:00,1973,9,11,26.88888889,34,20,FALSE,FALSE
1973-09-12 12:00:00,1973,9,12,24.88888889,32,19,FALSE,FALSE
1973-09-13 12:00:00,1973,9,13,25,29,20,FALSE,FALSE
1973-09-14 12:00:00,1973,9,14,24.83333333,29,19,FALSE,FALSE
1973-09-15 12:00:00,1973,9,15,27.27777778,33,24,FALSE,FALSE
1973-09-16 12:00:00,1973,9,16,25.88888889,33,21,FALSE,FALSE
1973-09-17 12:00:00,1973,9,17,26.16666667,34,20,FALSE,FALSE
1973-09-18 12:00:00,1973,9,18,29.11111111,41,19,FALSE,FALSE
1973-09-19 12:00:00,1973,9,19,26.16666667,30,24,FALSE,FALSE
1973-09-20 12:00:00,1973,9,20,24,29,19,FALSE,FALSE
1973-09-21 12:00:00,1973,9,21,27.27777778,32,20,FALSE,FALSE
1973-09-22 12:00:00,1973,9,22,27.11111111,33,20,FALSE,FALSE
1973-09-23 12:00:00,1973,9,23,27.38888889,33,23,FALSE,FALSE
1973-09-24 12:00:00,1973,9,24,28.55555556,38,21,FALSE,FALSE
1973-09-25 12:00:00,1973,9,25,26.83333333,30,21,FALSE,FALSE
1973-09-26 12:00:00,1973,9,26,21,27,16,FALSE,FALSE
1973-09-27 12:00:00,1973,9,27,22.38888889,28,15,FALSE,FALSE
1973-09-28 12:00:00,1973,9,28,23.16666667,29,18,FALSE,FALSE
1973-09-29 12:00:00,1973,9,29,19.77777778,27,12,FALSE,FALSE
1973-09-30 12:00:00,1973,9,30,23.5,30,16,FALSE,FALSE
1973-10-01 12:00:00,1973,10,1,25.27777778,31,19,FALSE,FALSE
1973-10-02 12:00:00,1973,10,2,24.88888889,30,19,FALSE,FALSE
1973-10-03 12:00:00,1973,10,3,26.61111111,32,21,FALSE,FALSE
1973-10-04 12:00:00,1973,10,4,25.33333333,29,23,FALSE,FALSE
1973-10-05 12:00:00,1973,10,5,26.22222222,32,22,FALSE,FALSE
1973-10-06 12:00:00,1973,10,6,25.27777778,29,23,FALSE,FALSE
1973-10-07 12:00:00,1973,10,7,25.16666667,28,22,FALSE,FALSE
1973-10-08 12:00:00,1973,10,8,21.72222222,27,19,FALSE,FALSE
1973-10-09 12:00:00,1973,10,9,20.27777778,26,15,FALSE,FALSE
1973-10-10 12:00:00,1973,10,10,19.16666667,27,12,FALSE,FALSE
1973-10-11 12:00:00,1973,10,11,20.77777778,28,14,FALSE,FALSE
1973-10-12 12:00:00,1973,10,12,23.27777778,28,19,FALSE,FALSE
1973-10-13 12:00:00,1973,10,13,21.27777778,26,17,FALSE,FALSE
1973-10-14 12:00:00,1973,10,14,23.61111111,29,19,FALSE,FALSE
1973-10-15 12:00:00,1973,10,15,22.38888889,30,15,FALSE,FALSE
1973-10-16 12:00:00,1973,10,16,22.88888889,32,14,FALSE,FALSE
1973-10-17 12:00:00,1973,10,17,23.16666667,31,17,FALSE,FALSE
1973-10-18 12:00:00,1973,10,18,24.83333333,31,17,FALSE,FALSE
1973-10-19 12:00:00,1973,10,19,22.88888889,31,18,FALSE,FALSE
1973-10-20 12:00:00,1973,10,20,22.5,30,15,FALSE,FALSE
1973-10-21 12:00:00,1973,10,21,22,29,15,FALSE,FALSE
1973-10-22 12:00:00,1973,10,22,22.16666667,26,20,FALSE,FALSE
1973-10-23 12:00:00,1973,10,23,18.72222222,24,15,FALSE,FALSE
1973-10-24 12:00:00,1973,10,24,17.5,24,11,FALSE,FALSE
1973-10-25 12:00:00,1973,10,25,16,19,13,FALSE,FALSE
1973-10-26 12:00:00,1973,10,26,12.61111111,13,12,FALSE,FALSE
1973-10-27 12:00:00,1973,10,27,15.5,20,12,FALSE,FALSE
1973-10-28 12:00:00,1973,10,28,16.44444444,22,14,FALSE,FALSE
1973-10-29 12:00:00,1973,10,29,17.22222222,21,12,FALSE,FALSE
1973-10-30 12:00:00,1973,10,30,15.88888889,22,10,FALSE,FALSE
1973-10-31 12:00:00,1973,10,31,16,22,10,FALSE,FALSE
1973-11-01 12:00:00,1973,11,1,16.72222222,22,12,FALSE,FALSE
1973-11-02 12:00:00,1973,11,2,15.55555556,22,8,FALSE,FALSE
1973-11-03 12:00:00,1973,11,3,14.83333333,21,9,FALSE,FALSE
1973-11-04 12:00:00,1973,11,4,18,23,12,FALSE,FALSE
1973-11-05 12:00:00,1973,11,5,21.22222222,25,17,FALSE,FALSE
1973-11-06 12:00:00,1973,11,6,20,26,16,FALSE,FALSE
1973-11-07 12:00:00,1973,11,7,17.61111111,25,11,FALSE,FALSE
1973-11-08 12:00:00,1973,11,8,15.77777778,17,13,FALSE,FALSE
1973-11-09 12:00:00,1973,11,9,15.16666667,20,9,FALSE,FALSE
1973-11-10 12:00:00,1973,11,10,14.77777778,19,10,FALSE,FALSE
1973-11-11 12:00:00,1973,11,11,13.88888889,20,9,FALSE,FALSE
1973-11-12 12:00:00,1973,11,12,15.61111111,23,9,FALSE,FALSE
1973-11-13 12:00:00,1973,11,13,16.11111111,21,12,FALSE,FALSE
1973-11-14 12:00:00,1973,11,14,16.27777778,22,9,FALSE,FALSE
1973-11-15 12:00:00,1973,11,15,16.88888889,22,10,FALSE,FALSE
1973-11-16 12:00:00,1973,11,16,14.16666667,22,8,FALSE,FALSE
1973-11-17 12:00:00,1973,11,17,13.44444444,22,8,FALSE,FALSE
1973-11-18 12:00:00,1973,11,18,16,23,9,FALSE,FALSE
1973-11-19 12:00:00,1973,11,19,18.22222222,23,14,FALSE,FALSE
1973-11-20 12:00:00,1973,11,20,16.38888889,20,14,FALSE,FALSE
1973-11-21 12:00:00,1973,11,21,15.77777778,21,12,FALSE,FALSE
1973-11-22 12:00:00,1973,11,22,15.27777778,20,10,FALSE,FALSE
1973-11-23 12:00:00,1973,11,23,14.44444444,21,9,FALSE,FALSE
1973-11-24 12:00:00,1973,11,24,14,21,5,FALSE,FALSE
1973-11-25 12:00:00,1973,11,25,13.38888889,21,6,FALSE,FALSE
1973-11-26 12:00:00,1973,11,26,13.5,21,7,FALSE,FALSE
1973-11-27 12:00:00,1973,11,27,12.44444444,20,6,FALSE,FALSE
1973-11-28 12:00:00,1973,11,28,12.55555556,14,10,FALSE,FALSE
1973-11-29 12:00:00,1973,11,29,10,15,6,FALSE,FALSE
1973-11-30 12:00:00,1973,11,30,12.27777778,19,6,FALSE,FALSE
1973-12-01 12:00:00,1973,12,1,13.72222222,20,9,FALSE,FALSE
1973-12-02 12:00:00,1973,12,2,13.44444444,19,8,FALSE,FALSE
1973-12-03 12:00:00,1973,12,3,11.5,18,5,FALSE,FALSE
1973-12-04 12:00:00,1973,12,4,9.833333333,11,8,FALSE,FALSE
1973-12-05 12:00:00,1973,12,5,10,11,9,FALSE,FALSE
1973-12-06 12:00:00,1973,12,6,12.5,16,9,FALSE,FALSE
1973-12-07 12:00:00,1973,12,7,11.22222222,17,7,FALSE,FALSE
1973-12-08 12:00:00,1973,12,8,12,18,8,FALSE,FALSE
1973-12-09 12:00:00,1973,12,9,11.27777778,18,5,FALSE,FALSE
1973-12-10 12:00:00,1973,12,10,10.27777778,17,6,FALSE,FALSE
1973-12-11 12:00:00,1973,12,11,12.27777778,17,8,FALSE,FALSE
1973-12-12 12:00:00,1973,12,12,14.11111111,15,12,FALSE,FALSE
1973-12-13 12:00:00,1973,12,13,11.72222222,13,10,FALSE,FALSE
1973-12-14 12:00:00,1973,12,14,12.44444444,16,10,FALSE,FALSE
1973-12-15 12:00:00,1973,12,15,12.11111111,17,8,FALSE,FALSE
1973-12-16 12:00:00,1973,12,16,10.16666667,14,7,FALSE,FALSE
1973-12-17 12:00:00,1973,12,17,9.833333333,15,5,FALSE,FALSE
1973-12-18 12:00:00,1973,12,18,10.5,16,6,FALSE,FALSE
1973-12-19 12:00:00,1973,12,19,NA,16.5,6,TRUE,TRUE
