"DATE","Year","Month","Day","Tmin","Tmax","Tmean","Prec","source_Tmin","source_Tmax"
1973-02-08 12:00:00,1973,2,8,8,18,12.8333333333333,NA,NA,NA
1973-02-09 12:00:00,1973,2,9,10,19,13,0,NA,NA
1973-02-10 12:00:00,1973,2,10,10,16,12,NA,NA,NA
1973-02-11 12:00:00,1973,2,11,9,14,10.7777777777778,0,NA,NA
1973-02-12 12:00:00,1973,2,12,7,17,10.3888888888889,0,NA,NA
1973-02-13 12:00:00,1973,2,13,6,14,9.66666666666667,0,NA,NA
1973-02-14 12:00:00,1973,2,14,7,9,8.11111111111111,NA,NA,NA
1973-02-15 12:00:00,1973,2,15,5,9,6.83333333333333,NA,NA,NA
1973-02-16 12:00:00,1973,2,16,5,7,5.55555555555556,NA,NA,NA
1973-02-17 12:00:00,1973,2,17,5,12,7.77777777777778,NA,NA,NA
1973-02-18 12:00:00,1973,2,18,5,11,7.88888888888889,0,NA,NA
1973-02-19 12:00:00,1973,2,19,5,12,7.38888888888889,NA,NA,NA
1973-02-20 12:00:00,1973,2,20,2,11,6.72222222222222,0,NA,NA
1973-02-21 12:00:00,1973,2,21,3,14,7.72222222222222,0,NA,NA
1973-02-22 12:00:00,1973,2,22,0.999999999999998,15,8.72222222222222,0,NA,NA
1973-02-23 12:00:00,1973,2,23,4,15,8.5,0,NA,NA
1973-02-24 12:00:00,1973,2,24,5,15.5,NA,NA,"linear_interpolation","linear_interpolation"
1973-02-25 12:00:00,1973,2,25,6,16,9.88888888888889,0,NA,NA
1973-02-26 12:00:00,1973,2,26,7,17,10.8333333333333,0,NA,NA
1973-02-27 12:00:00,1973,2,27,8,18,12.5555555555556,0,NA,NA
1973-02-28 12:00:00,1973,2,28,7,21,13.7222222222222,0,NA,NA
1973-03-01 12:00:00,1973,3,1,7,22,13.3888888888889,0,NA,NA
1973-03-02 12:00:00,1973,3,2,9,22,14.7222222222222,0,NA,NA
1973-03-03 12:00:00,1973,3,3,7,22,14.8333333333333,0,NA,NA
1973-03-04 12:00:00,1973,3,4,8,17,11.6111111111111,0,NA,NA
1973-03-05 12:00:00,1973,3,5,7,18,13,0,NA,NA
1973-03-06 12:00:00,1973,3,6,12,17,13.7777777777778,NA,NA,NA
1973-03-07 12:00:00,1973,3,7,7,16,11.1111111111111,0,NA,NA
1973-03-08 12:00:00,1973,3,8,7,21,13,0,NA,NA
1973-03-09 12:00:00,1973,3,9,7,20,12.6111111111111,0,NA,NA
1973-03-10 12:00:00,1973,3,10,7,17,12,0,NA,NA
1973-03-11 12:00:00,1973,3,11,8,11,9.55555555555556,NA,NA,NA
1973-03-12 12:00:00,1973,3,12,7,11,8.61111111111111,NA,NA,NA
1973-03-13 12:00:00,1973,3,13,4,15,8.77777777777778,0,NA,NA
1973-03-14 12:00:00,1973,3,14,4,14,9.44444444444444,0,NA,NA
1973-03-15 12:00:00,1973,3,15,8,14,10.1111111111111,0,NA,NA
1973-03-16 12:00:00,1973,3,16,8,15,9.88888888888889,NA,NA,NA
1973-03-17 12:00:00,1973,3,17,4,17,9.88888888888889,0,NA,NA
1973-03-18 12:00:00,1973,3,18,6,18,12.2777777777778,0,NA,NA
1973-03-19 12:00:00,1973,3,19,6,21,13,0,NA,NA
1973-03-20 12:00:00,1973,3,20,10,18,13.7222222222222,0,NA,NA
1973-03-21 12:00:00,1973,3,21,11,14,12.7777777777778,NA,NA,NA
1973-03-22 12:00:00,1973,3,22,8,12,10,NA,NA,NA
1973-03-23 12:00:00,1973,3,23,9,14,11,NA,NA,NA
1973-03-24 12:00:00,1973,3,24,10,16,12.1111111111111,0,NA,NA
1973-03-25 12:00:00,1973,3,25,8,12,9.72222222222222,NA,NA,NA
1973-03-26 12:00:00,1973,3,26,4,14,9.16666666666667,0,NA,NA
1973-03-27 12:00:00,1973,3,27,5,15,9.55555555555556,0,NA,NA
1973-03-28 12:00:00,1973,3,28,10,14,11.7777777777778,NA,NA,NA
1973-03-29 12:00:00,1973,3,29,9,16,11.3888888888889,NA,NA,NA
1973-03-30 12:00:00,1973,3,30,5,17,10.2222222222222,0,NA,NA
1973-03-31 12:00:00,1973,3,31,7,18,13.5,0,NA,NA
1973-04-01 12:00:00,1973,4,1,6,20,12.3888888888889,0,NA,NA
1973-04-02 12:00:00,1973,4,2,6,24,15,0,NA,NA
1973-04-03 12:00:00,1973,4,3,9,23,15.1666666666667,0,NA,NA
1973-04-04 12:00:00,1973,4,4,7,25,15.6111111111111,0,NA,NA
1973-04-05 12:00:00,1973,4,5,9,25,17,0,NA,NA
1973-04-06 12:00:00,1973,4,6,10,29,19.8888888888889,0,NA,NA
1973-04-07 12:00:00,1973,4,7,16,31,23.1666666666667,0,NA,NA
1973-04-08 12:00:00,1973,4,8,13,20,16.3333333333333,0,NA,NA
1973-04-09 12:00:00,1973,4,9,8,16,11.8333333333333,NA,NA,NA
1973-04-10 12:00:00,1973,4,10,2,15,8.88888888888889,0,NA,NA
1973-04-11 12:00:00,1973,4,11,2,19,10.7222222222222,0,NA,NA
1973-04-12 12:00:00,1973,4,12,3,22,12.8888888888889,0,NA,NA
1973-04-13 12:00:00,1973,4,13,6,26,16,0,NA,NA
1973-04-14 12:00:00,1973,4,14,12,21,15.1111111111111,NA,NA,NA
1973-04-15 12:00:00,1973,4,15,7,22,13.1666666666667,0,NA,NA
1973-04-16 12:00:00,1973,4,16,9,17,12.1111111111111,NA,NA,NA
1973-04-17 12:00:00,1973,4,17,8,11,9.27777777777778,NA,NA,NA
1973-04-18 12:00:00,1973,4,18,7,16,11.8333333333333,0,NA,NA
1973-04-19 12:00:00,1973,4,19,5,20,12.5,0,NA,NA
1973-04-20 12:00:00,1973,4,20,5,19,13.2777777777778,0,NA,NA
1973-04-21 12:00:00,1973,4,21,6,21,13.8888888888889,0,NA,NA
1973-04-22 12:00:00,1973,4,22,9,15,11.6111111111111,NA,NA,NA
1973-04-23 12:00:00,1973,4,23,9,15,11.2777777777778,NA,NA,NA
1973-04-24 12:00:00,1973,4,24,9,17,13.8333333333333,0,NA,NA
1973-04-25 12:00:00,1973,4,25,8,23,16.8333333333333,0,NA,NA
1973-04-26 12:00:00,1973,4,26,12,28,19.6111111111111,0,NA,NA
1973-04-27 12:00:00,1973,4,27,10,31,17.5555555555556,0,NA,NA
1973-04-28 12:00:00,1973,4,28,13,21,16.4444444444444,0,NA,NA
1973-04-29 12:00:00,1973,4,29,9,24,17.4444444444444,0,NA,NA
1973-04-30 12:00:00,1973,4,30,12,29,20.7777777777778,0,NA,NA
1973-05-01 12:00:00,1973,5,1,14,28,20,0,NA,NA
1973-05-02 12:00:00,1973,5,2,15,27,18.8333333333333,0,NA,NA
1973-05-03 12:00:00,1973,5,3,15,24,18.2777777777778,0,NA,NA
1973-05-04 12:00:00,1973,5,4,14,23,17.1111111111111,0,NA,NA
1973-05-05 12:00:00,1973,5,5,11,15,12.6111111111111,NA,NA,NA
1973-05-06 12:00:00,1973,5,6,6,20,13.7777777777778,0,NA,NA
1973-05-07 12:00:00,1973,5,7,6,23,15.1666666666667,0,NA,NA
1973-05-08 12:00:00,1973,5,8,10,27,18,0,NA,NA
1973-05-09 12:00:00,1973,5,9,12,28,19.3888888888889,0,NA,NA
1973-05-10 12:00:00,1973,5,10,12,29,21.3333333333333,0,NA,NA
1973-05-11 12:00:00,1973,5,11,9,26,16.1666666666667,0,NA,NA
1973-05-12 12:00:00,1973,5,12,11,30,20.8888888888889,0,NA,NA
1973-05-13 12:00:00,1973,5,13,12,33,21.5,0,NA,NA
1973-05-14 12:00:00,1973,5,14,14,35,23.7777777777778,0,NA,NA
1973-05-15 12:00:00,1973,5,15,13,28,19.1666666666667,0,NA,NA
1973-05-16 12:00:00,1973,5,16,14,20,16.7777777777778,NA,NA,NA
1973-05-17 12:00:00,1973,5,17,10,22,15.8333333333333,0,NA,NA
1973-05-18 12:00:00,1973,5,18,13,17,13.8888888888889,NA,NA,NA
1973-05-19 12:00:00,1973,5,19,9,24,15,0,NA,NA
1973-05-20 12:00:00,1973,5,20,10,23,16.1666666666667,0,NA,NA
1973-05-21 12:00:00,1973,5,21,13,21,16.7222222222222,0,NA,NA
1973-05-22 12:00:00,1973,5,22,11,23,16.2777777777778,0,NA,NA
1973-05-23 12:00:00,1973,5,23,13,27,19.8333333333333,0,NA,NA
1973-05-24 12:00:00,1973,5,24,14,32,23.5,0,NA,NA
1973-05-25 12:00:00,1973,5,25,15,29,22.3888888888889,0,NA,NA
1973-05-26 12:00:00,1973,5,26,15,26,20,0,NA,NA
1973-05-27 12:00:00,1973,5,27,15,23,16.8333333333333,0,NA,NA
1973-05-28 12:00:00,1973,5,28,15,24,18,0,NA,NA
1973-05-29 12:00:00,1973,5,29,11,27,16.5555555555556,0,NA,NA
1973-05-30 12:00:00,1973,5,30,11,29,18.3333333333333,0,NA,NA
1973-05-31 12:00:00,1973,5,31,15,26,18.4444444444444,0,NA,NA
1973-06-01 12:00:00,1973,6,1,15,24,20,0,NA,NA
1973-06-02 12:00:00,1973,6,2,12,27,18.6111111111111,0,NA,NA
1973-06-03 12:00:00,1973,6,3,14,17,15.8333333333333,0,NA,NA
1973-06-04 12:00:00,1973,6,4,11,21,15.6111111111111,0,NA,NA
1973-06-05 12:00:00,1973,6,5,13,23,18,0,NA,NA
1973-06-06 12:00:00,1973,6,6,9,24,14.8333333333333,0,NA,NA
1973-06-07 12:00:00,1973,6,7,11,24,17.2777777777778,0,NA,NA
1973-06-08 12:00:00,1973,6,8,13,25,18.3888888888889,0,NA,NA
1973-06-09 12:00:00,1973,6,9,13,24,17,0,NA,NA
1973-06-10 12:00:00,1973,6,10,14,22,17.4444444444444,0,NA,NA
1973-06-11 12:00:00,1973,6,11,12,25,18.6666666666667,0,NA,NA
1973-06-12 12:00:00,1973,6,12,13,26,19.6666666666667,NA,NA,NA
1973-06-13 12:00:00,1973,6,13,14,27,18.5,0,NA,NA
1973-06-14 12:00:00,1973,6,14,16,32,24.1666666666667,0,NA,NA
1973-06-15 12:00:00,1973,6,15,17,26,21,NA,NA,NA
1973-06-16 12:00:00,1973,6,16,16,25,19.6111111111111,0,NA,NA
1973-06-17 12:00:00,1973,6,17,16,28,20.8333333333333,0,NA,NA
1973-06-18 12:00:00,1973,6,18,18,30,24.7777777777778,0,NA,NA
1973-06-19 12:00:00,1973,6,19,17,30,22,0,NA,NA
1973-06-20 12:00:00,1973,6,20,15,29,22.5,8.89,NA,NA
1973-06-21 12:00:00,1973,6,21,16,31,22.8333333333333,0,NA,NA
1973-06-22 12:00:00,1973,6,22,17,31,23.1666666666667,0,NA,NA
1973-06-23 12:00:00,1973,6,23,19,35,26,0,NA,NA
1973-06-24 12:00:00,1973,6,24,18,27,22,0,NA,NA
1973-06-25 12:00:00,1973,6,25,17,21,18.7222222222222,0,NA,NA
1973-06-26 12:00:00,1973,6,26,16,24,19.2777777777778,0,NA,NA
1973-06-27 12:00:00,1973,6,27,13,29,21,0,NA,NA
1973-06-28 12:00:00,1973,6,28,16,31,22.6111111111111,0,NA,NA
1973-06-29 12:00:00,1973,6,29,16,33,24.1111111111111,0,NA,NA
1973-06-30 12:00:00,1973,6,30,15,32,23.2222222222222,0,NA,NA
1973-07-01 12:00:00,1973,7,1,15,33,24.7777777777778,0,NA,NA
1973-07-02 12:00:00,1973,7,2,18,35,25.2777777777778,0,NA,NA
1973-07-03 12:00:00,1973,7,3,22,40,31.1111111111111,0,NA,NA
1973-07-04 12:00:00,1973,7,4,25,36,29.7777777777778,0,NA,NA
1973-07-05 12:00:00,1973,7,5,16,29,22.5,0,NA,NA
1973-07-06 12:00:00,1973,7,6,16,31,22.7222222222222,0,NA,NA
1973-07-07 12:00:00,1973,7,7,16,31,24,0,NA,NA
1973-07-08 12:00:00,1973,7,8,16,30,22.7222222222222,0,NA,NA
1973-07-09 12:00:00,1973,7,9,18,27,21.1111111111111,0,NA,NA
1973-07-10 12:00:00,1973,7,10,16,25,19.2777777777778,0,NA,NA
1973-07-11 12:00:00,1973,7,11,16,26,20.4444444444444,0,NA,NA
1973-07-12 12:00:00,1973,7,12,14,20,16.7777777777778,0,NA,NA
1973-07-13 12:00:00,1973,7,13,17,27,21.8333333333333,0,NA,NA
1973-07-14 12:00:00,1973,7,14,16,28,21.2777777777778,0,NA,NA
1973-07-15 12:00:00,1973,7,15,17,28,19.5,0,NA,NA
1973-07-16 12:00:00,1973,7,16,15,28,20.4444444444444,0,NA,NA
1973-07-17 12:00:00,1973,7,17,17,24,18.5555555555556,0,NA,NA
1973-07-18 12:00:00,1973,7,18,11,27,18.6111111111111,0,NA,NA
1973-07-19 12:00:00,1973,7,19,14,32,22,NA,NA,NA
1973-07-20 12:00:00,1973,7,20,17,31,24,0,NA,NA
1973-07-21 12:00:00,1973,7,21,17,33,23.8333333333333,0,NA,NA
1973-07-22 12:00:00,1973,7,22,18,31,24.2777777777778,0,NA,NA
1973-07-23 12:00:00,1973,7,23,15,32,21.8333333333333,0,NA,NA
1973-07-24 12:00:00,1973,7,24,17,37,26.7222222222222,0,NA,NA
1973-07-25 12:00:00,1973,7,25,24,42,29.2222222222222,0,NA,NA
1973-07-26 12:00:00,1973,7,26,24,39,32.1666666666667,0,NA,NA
1973-07-27 12:00:00,1973,7,27,22,41,31.2222222222222,0,NA,NA
1973-07-28 12:00:00,1973,7,28,23,35,28.1111111111111,0,NA,NA
1973-07-29 12:00:00,1973,7,29,16,30,22.5555555555556,0,NA,NA
1973-07-30 12:00:00,1973,7,30,16,31,22.6111111111111,0,NA,NA
1973-07-31 12:00:00,1973,7,31,18,31,22.7222222222222,0,NA,NA
1973-08-01 12:00:00,1973,8,1,18,28,22.6111111111111,0,NA,NA
1973-08-02 12:00:00,1973,8,2,19,28,23.1666666666667,0,NA,NA
1973-08-03 12:00:00,1973,8,3,16,29,21.2777777777778,0,NA,NA
1973-08-04 12:00:00,1973,8,4,12,32,23.1666666666667,0,NA,NA
1973-08-05 12:00:00,1973,8,5,17,35,25.8888888888889,0,NA,NA
1973-08-06 12:00:00,1973,8,6,21,34,26.2777777777778,0,NA,NA
1973-08-07 12:00:00,1973,8,7,19,32,24.5,1.016,NA,NA
1973-08-08 12:00:00,1973,8,8,18,30,23.1666666666667,0,NA,NA
1973-08-09 12:00:00,1973,8,9,21,33,26.3333333333333,0,NA,NA
1973-08-10 12:00:00,1973,8,10,19,33,26.1666666666667,0,NA,NA
1973-08-11 12:00:00,1973,8,11,18,35,25.8333333333333,0,NA,NA
1973-08-12 12:00:00,1973,8,12,20,40,28.5,0,NA,NA
1973-08-13 12:00:00,1973,8,13,23,38,30.3888888888889,0,NA,NA
1973-08-14 12:00:00,1973,8,14,24,40,33.1666666666667,0,NA,NA
1973-08-15 12:00:00,1973,8,15,23,36,29.8333333333333,0,NA,NA
1973-08-16 12:00:00,1973,8,16,18,32,24,0,NA,NA
1973-08-17 12:00:00,1973,8,17,18,31,22.8888888888889,0,NA,NA
1973-08-18 12:00:00,1973,8,18,16,35,25.5,0,NA,NA
1973-08-19 12:00:00,1973,8,19,25,38,31.8333333333333,0,NA,NA
1973-08-20 12:00:00,1973,8,20,23,39,32.5,0,NA,NA
1973-08-21 12:00:00,1973,8,21,22,35,27.4444444444444,1.016,NA,NA
1973-08-22 12:00:00,1973,8,22,19,30,23,0,NA,NA
1973-08-23 12:00:00,1973,8,23,18,32,25,0,NA,NA
1973-08-24 12:00:00,1973,8,24,21,35,26.6111111111111,0,NA,NA
1973-08-25 12:00:00,1973,8,25,18,32,25,0,NA,NA
1973-08-26 12:00:00,1973,8,26,18,32,24.2777777777778,0,NA,NA
1973-08-27 12:00:00,1973,8,27,17,32,23.7222222222222,0,NA,NA
1973-08-28 12:00:00,1973,8,28,18,35,25.7222222222222,0,NA,NA
1973-08-29 12:00:00,1973,8,29,21,37,29.2777777777778,0,NA,NA
1973-08-30 12:00:00,1973,8,30,21,36,28.3888888888889,0,NA,NA
1973-08-31 12:00:00,1973,8,31,18,35,26.1111111111111,0,NA,NA
1973-09-01 12:00:00,1973,9,1,20,35,27,NA,NA,NA
1973-09-02 12:00:00,1973,9,2,20,33,27,0,NA,NA
1973-09-03 12:00:00,1973,9,3,20,34,26.1111111111111,0,NA,NA
1973-09-04 12:00:00,1973,9,4,18,30,25,0,NA,NA
1973-09-05 12:00:00,1973,9,5,17,29,19.8888888888889,0,NA,NA
1973-09-06 12:00:00,1973,9,6,14,27,20.7777777777778,0,NA,NA
1973-09-07 12:00:00,1973,9,7,13,27,19.6111111111111,0,NA,NA
1973-09-08 12:00:00,1973,9,8,14,28,20.7222222222222,0,NA,NA
1973-09-09 12:00:00,1973,9,9,16,28,21.2777777777778,0,NA,NA
1973-09-10 12:00:00,1973,9,10,15,30,21.6666666666667,0,NA,NA
1973-09-11 12:00:00,1973,9,11,20,31,25.6666666666667,0,NA,NA
1973-09-12 12:00:00,1973,9,12,17,31,NA,NA,"linear_interpolation","linear_interpolation"
1973-09-13 12:00:00,1973,9,13,14,31,22.1111111111111,0,NA,NA
1973-09-14 12:00:00,1973,9,14,15,33,25.3888888888889,0,NA,NA
1973-09-15 12:00:00,1973,9,15,18,32,22.7777777777778,0,NA,NA
1973-09-16 12:00:00,1973,9,16,17,31,23.5,0,NA,NA
1973-09-17 12:00:00,1973,9,17,16,26,20.5555555555556,0,NA,NA
1973-09-18 12:00:00,1973,9,18,14,28,19.6111111111111,0,NA,NA
1973-09-19 12:00:00,1973,9,19,14,31,22.2777777777778,0,NA,NA
1973-09-20 12:00:00,1973,9,20,15,28,20.5,0,NA,NA
1973-09-21 12:00:00,1973,9,21,16,22,18.6111111111111,0,NA,NA
1973-09-22 12:00:00,1973,9,22,14,22,17.5,0,NA,NA
1973-09-23 12:00:00,1973,9,23,13,24,17.4444444444444,0,NA,NA
1973-09-24 12:00:00,1973,9,24,10,24,18.1666666666667,0,NA,NA
1973-09-25 12:00:00,1973,9,25,11,28,19.5,0,NA,NA
1973-09-26 12:00:00,1973,9,26,11,28,19.1666666666667,0,NA,NA
1973-09-27 12:00:00,1973,9,27,12,30,21.6666666666667,0,NA,NA
1973-09-28 12:00:00,1973,9,28,16,31,23.3888888888889,0,NA,NA
1973-09-29 12:00:00,1973,9,29,5,29,20.7222222222222,0,NA,NA
1973-09-30 12:00:00,1973,9,30,15,25,17.3888888888889,0,NA,NA
1973-10-01 12:00:00,1973,10,1,10,20,14.7222222222222,0,NA,NA
1973-10-02 12:00:00,1973,10,2,7,20,13.3888888888889,0,NA,NA
1973-10-03 12:00:00,1973,10,3,7,21,14.2777777777778,0,NA,NA
1973-10-04 12:00:00,1973,10,4,9,22,14.6111111111111,0,NA,NA
1973-10-05 12:00:00,1973,10,5,9,22,15.1111111111111,0,NA,NA
1973-10-06 12:00:00,1973,10,6,9,26,15.8333333333333,0,NA,NA
1973-10-07 12:00:00,1973,10,7,13,28,19.7222222222222,0,NA,NA
1973-10-08 12:00:00,1973,10,8,13,26,19.2777777777778,0,NA,NA
1973-10-09 12:00:00,1973,10,9,13,26,19,0,NA,NA
1973-10-10 12:00:00,1973,10,10,13,24,18.2777777777778,0,NA,NA
1973-10-11 12:00:00,1973,10,11,16,21,17.5555555555556,0,NA,NA
1973-10-12 12:00:00,1973,10,12,13,24,17.8333333333333,0,NA,NA
1973-10-13 12:00:00,1973,10,13,13,25,18.1666666666667,0,NA,NA
1973-10-14 12:00:00,1973,10,14,16,26,19.2777777777778,0,NA,NA
1973-10-15 12:00:00,1973,10,15,12,28,19.5555555555556,0,NA,NA
1973-10-16 12:00:00,1973,10,16,12,24,16.5,0,NA,NA
1973-10-17 12:00:00,1973,10,17,14,19,15.7222222222222,0,NA,NA
1973-10-18 12:00:00,1973,10,18,12,13,12.3888888888889,5.08,NA,NA
1973-10-19 12:00:00,1973,10,19,12,17,13.4444444444444,21.082,NA,NA
1973-10-20 12:00:00,1973,10,20,8,19,13.6111111111111,0,NA,NA
1973-10-21 12:00:00,1973,10,21,10,21,14.7222222222222,0,NA,NA
1973-10-22 12:00:00,1973,10,22,10,24,15.8888888888889,0,NA,NA
1973-10-23 12:00:00,1973,10,23,10,28,18.4444444444444,0,NA,NA
1973-10-24 12:00:00,1973,10,24,14,28,19.2777777777778,0,NA,NA
1973-10-25 12:00:00,1973,10,25,12,26,18.4444444444444,0,NA,NA
1973-10-26 12:00:00,1973,10,26,12,27,18.2777777777778,0,NA,NA
1973-10-27 12:00:00,1973,10,27,11,26,17.5,0,NA,NA
1973-10-28 12:00:00,1973,10,28,19,28,22.7222222222222,0,NA,NA
1973-10-29 12:00:00,1973,10,29,17,28,21.5555555555556,0,NA,NA
1973-10-30 12:00:00,1973,10,30,14,24,18.8888888888889,0,NA,NA
1973-10-31 12:00:00,1973,10,31,14,26,19.8888888888889,0,NA,NA
1973-11-01 12:00:00,1973,11,1,14,28,20.1111111111111,0,NA,NA
1973-11-02 12:00:00,1973,11,2,17,25,20.2777777777778,0,NA,NA
1973-11-03 12:00:00,1973,11,3,14,24,18,0,NA,NA
1973-11-04 12:00:00,1973,11,4,12,23,17,0,NA,NA
1973-11-05 12:00:00,1973,11,5,12,22,16.7222222222222,0,NA,NA
1973-11-06 12:00:00,1973,11,6,14,21,16.8333333333333,0,NA,NA
1973-11-07 12:00:00,1973,11,7,12,30,16.1666666666667,11.938,NA,NA
1973-11-08 12:00:00,1973,11,8,10,19,14.2222222222222,5.08,NA,NA
1973-11-09 12:00:00,1973,11,9,10,20,14,0,NA,NA
1973-11-10 12:00:00,1973,11,10,8,22,14.1111111111111,0,NA,NA
1973-11-11 12:00:00,1973,11,11,12,17,14,6.096,NA,NA
1973-11-12 12:00:00,1973,11,12,9,19,13.6111111111111,1.016,NA,NA
1973-11-13 12:00:00,1973,11,13,9,21,14.1111111111111,0,NA,NA
1973-11-14 12:00:00,1973,11,14,10,22,15,0,NA,NA
1973-11-15 12:00:00,1973,11,15,8,25,15.3888888888889,0,NA,NA
1973-11-16 12:00:00,1973,11,16,12,23,16.3888888888889,0,NA,NA
1973-11-17 12:00:00,1973,11,17,11,18,12.6666666666667,0,NA,NA
1973-11-18 12:00:00,1973,11,18,8,21,13.1666666666667,5.08,NA,NA
1973-11-19 12:00:00,1973,11,19,9,21,13.7222222222222,0,NA,NA
1973-11-20 12:00:00,1973,11,20,9,24,15.2222222222222,0,NA,NA
1973-11-21 12:00:00,1973,11,21,10,23,15.4444444444444,0,NA,NA
1973-11-22 12:00:00,1973,11,22,13,25,18.2777777777778,1.016,NA,NA
1973-11-23 12:00:00,1973,11,23,13,23,17.4444444444444,3.048,NA,NA
1973-11-24 12:00:00,1973,11,24,14,24,17.7222222222222,1.016,NA,NA
1973-11-25 12:00:00,1973,11,25,13,18,14.6111111111111,12.954,NA,NA
1973-11-26 12:00:00,1973,11,26,11,17,13.7222222222222,0,NA,NA
1973-11-27 12:00:00,1973,11,27,10,17,12.8888888888889,1.016,NA,NA
1973-11-28 12:00:00,1973,11,28,8,17,12.2777777777778,0,NA,NA
1973-11-29 12:00:00,1973,11,29,7,17,11,0,NA,NA
1973-11-30 12:00:00,1973,11,30,8,18,12.1666666666667,0,NA,NA
1973-12-01 12:00:00,1973,12,1,7,18,11.4444444444444,0,NA,NA
1973-12-02 12:00:00,1973,12,2,10,16,12.1111111111111,0,NA,NA
1973-12-03 12:00:00,1973,12,3,6,15,9.72222222222222,3.048,NA,NA
1973-12-04 12:00:00,1973,12,4,2,13,6.5,0.508,NA,NA
1973-12-05 12:00:00,1973,12,5,2,15,7,0,NA,NA
1973-12-06 12:00:00,1973,12,6,6,16,10.3888888888889,0,NA,NA
1973-12-07 12:00:00,1973,12,7,7,17,10.7222222222222,0,NA,NA
1973-12-08 12:00:00,1973,12,8,6,14,9.11111111111111,0,NA,NA
1973-12-09 12:00:00,1973,12,9,8,10,9.11111111111111,6.096,NA,NA
1973-12-10 12:00:00,1973,12,10,6,14,9.44444444444444,0,NA,NA
1973-12-11 12:00:00,1973,12,11,5,15,9.33333333333333,0,NA,NA
1973-12-12 12:00:00,1973,12,12,3,13,7.83333333333333,0,NA,NA
1973-12-13 12:00:00,1973,12,13,3,13,7.88888888888889,0,NA,NA
1973-12-14 12:00:00,1973,12,14,2,16,7.77777777777778,0,NA,NA
1973-12-15 12:00:00,1973,12,15,4,14,7,0,NA,NA
1973-12-16 12:00:00,1973,12,16,4,14,7.66666666666667,0,NA,NA
1973-12-17 12:00:00,1973,12,17,6,14,10,0,NA,NA
1973-12-18 12:00:00,1973,12,18,9,16,11.4444444444444,0.508,NA,NA
1973-12-19 12:00:00,1973,12,19,9,18,13.3333333333333,0,NA,NA
